Local time,Open,High,Low,Close,Volume
25.01.2010 10:00:00.000 GMT-0000,90.240,90.330,90.115,90.280,119437.59960000002
25.01.2010 14:00:00.000 GMT-0000,90.280,90.310,89.955,90.235,128632.19720000001
25.01.2010 18:00:00.000 GMT-0000,90.230,90.310,90.175,90.270,57069.3008
25.01.2010 22:00:00.000 GMT-0000,90.265,90.550,90.180,90.470,50651.3203
26.01.2010 02:00:00.000 GMT-0000,90.470,90.485,89.555,89.770,58260.5
26.01.2010 06:00:00.000 GMT-0000,89.765,90.420,89.370,89.550,116846.8994
26.01.2010 10:00:00.000 GMT-0000,89.550,89.750,89.405,89.610,136174.6992
26.01.2010 14:00:00.000 GMT-0000,89.610,89.770,89.335,89.660,155356.09960000002
26.01.2010 18:00:00.000 GMT-0000,89.655,89.730,89.580,89.635,63235.4805
26.01.2010 22:00:00.000 GMT-0000,89.645,89.725,89.370,89.600,56076.3989
27.01.2010 02:00:00.000 GMT-0000,89.600,89.625,89.135,89.220,56385.0996
27.01.2010 06:00:00.000 GMT-0000,89.220,89.480,89.160,89.380,104277.3984
27.01.2010 10:00:00.000 GMT-0000,89.375,89.655,89.340,89.465,94462.6406
27.01.2010 14:00:00.000 GMT-0000,89.465,89.470,89.215,89.440,115194.8984
27.01.2010 18:00:00.000 GMT-0000,89.450,90.080,89.365,89.995,110215.6006
27.01.2010 22:00:00.000 GMT-0000,89.995,90.350,89.865,90.305,63658.3008
28.01.2010 02:00:00.000 GMT-0000,90.310,90.390,90.190,90.270,60720.001
28.01.2010 06:00:00.000 GMT-0000,90.270,90.550,90.145,90.360,105796.7012
28.01.2010 10:00:00.000 GMT-0000,90.360,90.450,89.940,90.010,114738.1992
28.01.2010 14:00:00.000 GMT-0000,90.010,90.230,89.625,89.725,141390.57809999998
28.01.2010 18:00:00.000 GMT-0000,89.725,89.955,89.710,89.905,64877.399900000004
28.01.2010 22:00:00.000 GMT-0000,89.900,90.035,89.585,89.945,53124.701700000005
29.01.2010 02:00:00.000 GMT-0000,89.950,90.050,89.805,89.850,57849.2998
29.01.2010 06:00:00.000 GMT-0000,89.850,90.310,89.820,90.145,104252.7012
29.01.2010 10:00:00.000 GMT-0000,90.150,90.820,90.105,90.660,86347.8994
29.01.2010 14:00:00.000 GMT-0000,90.660,90.920,90.230,90.480,130035.498
29.01.2010 18:00:00.000 GMT-0000,90.480,90.505,90.220,90.260,66802.5008
31.01.2010 22:00:00.000 GMT-0000,89.875,90.380,89.850,90.180,40946.2007
